locale,segment_hash,source_text,translated_text,occurrences,sample_locations
it-CH,b742d109befcadb90a6dd2235e0df2bb19947da1184760357f2f0b0195a37f75,Calculate: 96 + 22,Calcola: 96 + 22,1,KS2_bank_ok_10000.jsonl:ks2_addition_subtraction_725f595c1a:stem
it-CH,2a08e87882913d05da76764d480d0420178cce77fadfc5f621e8549d63402961,Calculate: 96 + 31,Calcola: 96 + 31,1,KS2_bank_ok_10000.jsonl:ks2_addition_subtraction_f123eb115e:stem
it-CH,4c35f235a9f1578f6c8a451e44cae5c0b5c70e30b9e548b290c693dbb234aa24,Calculate: 96 + 71,Calcola: 96 + 71,1,KS2_bank_ok_10000.jsonl:ks2_addition_subtraction_a59be084c9:stem
it-CH,6444dbff79c2aad9334e47d7efb191da5b376e277a376cc45a0aea0947300811,Calculate: 96 + 81,Calcola: 96 + 81,1,KS2_bank_ok_10000.jsonl:ks2_addition_subtraction_a24be68691:stem
it-CH,7d4dd0cb86b9009677a25c6a391e38e4bc6c3c2937b2258ef20dcdda3dd56d0e,Calculate: 96 + 88,Calcola: 96 + 88,1,KS2_bank_ok_10000.jsonl:ks2_addition_subtraction_bd5e80b1c3:stem
it-CH,b90a5c4b219ea99ff3b3d100d7b3efac26b4c5a466a99e6599189e8665334e1e,Calculate: 96 + 92,Calcola: 96 + 92,1,KS2_bank_ok_10000.jsonl:ks2_addition_subtraction_a4211b5c73:stem
it-CH,1d5b3ca0934655d757d3f6b29ffa8918c7c9cd5a2244916aa88ca95a09170472,Calculate: 96 - 15,Calcola: 96 - 15,2,KS2_bank_ok_10000.jsonl:ks2_addition_subtraction_4fb4bd4645:stem | KS2_bank_ok_10000.jsonl:ks2_addition_subtraction_14318161f0:stem
it-CH,d38792a872b3d2f6fbf06aa7c3abb2e4bac4ce9bd0df59fde0934ebd04e48baa,Calculate: 96 - 26,Calcola: 96 - 26,1,KS2_bank_ok_10000.jsonl:ks2_addition_subtraction_a7444098bf:stem
it-CH,c14b6b245840ccb9f9e9a30c831001d488e0ef820a4ef7d9d8c2190ae1a45a9e,Calculate: 96 - 32,Calcola: 96 - 32,1,KS2_bank_ok_10000.jsonl:ks2_addition_subtraction_0a5243950c:stem
it-CH,5d7b2998be5096cae4ec4801afc0b7566d75c6e6117a0104954f34a94fffbb1d,Calculate: 96 - 33,Calcola: 96 - 33,1,KS2_bank_ok_10000.jsonl:ks2_addition_subtraction_c9a7dc4cc5:stem
it-CH,8edfdfa30e85cc43bf9ad159edce2834ec376336f97ecdbfae0ff8c763b4ad42,Calculate: 96 - 38,Calcola: 96 - 38,1,KS2_bank_ok_10000.jsonl:ks2_addition_subtraction_7330edab18:stem
it-CH,a254ec3bfce5153b05cd67dd4e4cfbac745b20f77c26832c259b11fe4d64fc88,Calculate: 96 - 41,Calcola: 96 - 41,1,KS2_bank_ok_10000.jsonl:ks2_addition_subtraction_0891ebe708:stem
it-CH,2fe561f03b9b73a0b2874fe91a94e809056f99dec0a909830e1567cd759769e5,Calculate: 96 - 46,Calcola: 96 - 46,1,KS2_bank_ok_10000.jsonl:ks2_addition_subtraction_83f72f97ac:stem
it-CH,6b18aeadee820525f7c45b610fef98c251c78a8a7d4c6ab33164b8e9b24d0aba,Calculate: 96 - 47,Calcola: 96 - 47,1,KS2_bank_ok_10000.jsonl:ks2_addition_subtraction_1665ba58cf:stem
it-CH,7cb8be6731aa3a46240e48a3ad735635f39e6bb3f6c6a1a0e861575eb5c31f34,Calculate: 96 - 53,Calcola: 96 - 53,2,KS2_bank_ok_10000.jsonl:ks2_addition_subtraction_2d77089663:stem | KS2_bank_ok_10000.jsonl:ks2_addition_subtraction_0245147ffc:stem
it-CH,b921afaf6f550c3043e5e2e3a886c1c31aad4553d07d195cd21724347884ba6c,Calculate: 96 - 66,Calcola: 96 - 66,2,KS2_bank_ok_10000.jsonl:ks2_addition_subtraction_bfd33db779:stem | KS2_bank_ok_10000.jsonl:ks2_addition_subtraction_b8c9beb9cc:stem
it-CH,a70a1c9802bf649743d09ec226e4b75cffccf05a5e34cf041503cde3403ec99a,Calculate: 96 - 80,Calcola: 96 - 80,1,KS2_bank_ok_10000.jsonl:ks2_addition_subtraction_83f6881f5b:stem
it-CH,9f24504925a87fd467168f15b25781e3b830f5051796a25a0e5abe3acb0dfc34,Calculate: 96 - 90,Calcola: 96 - 90,1,KS2_bank_ok_10000.jsonl:ks2_addition_subtraction_a24e577fa6:stem
it-CH,6962c34756b7f8df0d72565514112b11123ac2c76a096e418cdb1d1828981d8e,Calculate: 96 - 95,Calcola: 96 - 95,1,KS2_bank_ok_10000.jsonl:ks2_addition_subtraction_3219feb7c5:stem
it-CH,f57ce3af62685fe209968e7b34b672f0c9bbe91e1d9959b826728fd1ae88000d,Calculate: 96 × 2,Calcola: 96 × 2,2,KS2_bank_ok_10000.jsonl:ks2_multiplication_division_0c6aa5b63f:stem | KS2_bank_ok_10000.jsonl:ks2_multiplication_division_4890506b71:stem
it-CH,6e01677932ea99909cd7ce39cc632c1a14249a23714d922c2dc96d6445f8c536,Calculate: 96 × 4,Calcola: 96 × 4,1,KS2_bank_ok_10000.jsonl:ks2_multiplication_division_d9075b585a:stem
it-CH,89e84c092fff2ecf658991c3499f7cac6cada31c24666dc77e079a8b12380d06,Calculate: 96 × 6,Calcola: 96 × 6,4,KS2_bank_ok_10000.jsonl:ks2_multiplication_division_06b18068d3:stem | KS2_bank_ok_10000.jsonl:ks2_multiplication_division_9eeb34453c:stem | KS2_bank_ok_10000.jsonl:ks2_multiplication_division_9494804e9f:stem
it-CH,3f6320e0ae924819db01323329612e1d130cc8ccae28e546cb929fc5326f5a34,Calculate: 96 × 7,Calcola: 96 × 7,1,KS2_bank_ok_10000.jsonl:ks2_multiplication_division_fe89db777b:stem
it-CH,ae53747b7250beef4e325e1f88c46b5ae084752a98966a3003e150e750c309ad,Calculate: 96 × 8,Calcola: 96 × 8,7,KS2_bank_ok_10000.jsonl:ks2_multiplication_division_a9756cd0ab:stem | KS2_bank_ok_10000.jsonl:ks2_multiplication_division_7ed0f5f996:stem | KS2_bank_ok_10000.jsonl:ks2_multiplication_division_f7d88c8f1c:stem
it-CH,aa56181dd97c623388bb015c1279ad0e25d08b4c360587433bb67d9bc3fe951f,Calculate: 96 × 9,Calcola: 96 × 9,1,KS2_bank_ok_10000.jsonl:ks2_multiplication_division_e57f94e69c:stem
it-CH,f712e8068e6a03e4716b9bcad682cd855a9d2f3de8818985458bff82855e8426,Calculate: 96 ÷ 12,Calcola: 96 ÷ 12,2,KS2_bank_ok_10000.jsonl:ks2_multiplication_division_641fee1d1f:stem | KS2_bank_ok_10000.jsonl:ks2_multiplication_division_70c14b07b0:stem
it-CH,ecde0caef306e29a742925d9faa9d6ac4ddb3ba7e145fb61cb49970e9dc4472f,Calculate: 96 ÷ 6,Calcola: 96 ÷ 6,3,KS2_bank_ok_10000.jsonl:ks2_multiplication_division_20e4130cbb:stem | KS2_bank_ok_10000.jsonl:ks2_multiplication_division_8c2ca2a65f:stem | KS2_bank_ok_10000.jsonl:ks2_multiplication_division_c8630e5c63:stem
it-CH,512b41533d8caed6a546c10a10c8121991271cf27b3ac9044dd62c08a62cc149,Calculate: 96 ÷ 8,Calcola: 96 ÷ 8,2,KS2_bank_ok_10000.jsonl:ks2_multiplication_division_c12c31c7c0:stem | KS2_bank_ok_10000.jsonl:ks2_multiplication_division_1a970ff2b3:stem
it-CH,f48191de2ef33372c00a6a285474a4604401ead6be83142faa05811a781d23ec,Calculate: 960 - 48,Calcola: 960 - 48,1,KS2_bank_ok_10000.jsonl:ks2_addition_subtraction_133c362c09:stem
it-CH,4f8adf8a4bf8d92f31fe3813c5e627f995a194ba2e52f73107d0c18c9180998c,Calculate: 960 - 603,Calcola: 960 - 603,1,KS2_bank_ok_10000.jsonl:ks2_addition_subtraction_e509ab27b2:stem
it-CH,fc1a7c93f26a934f6022d6ea0feef18f3a1b91717ebd0cbc5f3cd3e4eb76c487,Calculate: 960 - 701,Calcola: 960 - 701,1,KS2_bank_ok_10000.jsonl:ks2_addition_subtraction_b9dd8da707:stem
it-CH,cde9c9f86612ff531e8985db77bcc5e8c5731fb2220042721528e998c2a7e784,Calculate: 960 - 925,Calcola: 960 - 925,1,KS2_bank_ok_10000.jsonl:ks2_addition_subtraction_c13422996c:stem
it-CH,16604c41a7c3f5beff7b6eab7e76252442d19677a1309467aa0633df5ac9cfa0,Calculate: 961 + 794,Calcola: 961 + 794,1,KS2_bank_ok_10000.jsonl:ks2_addition_subtraction_748b75656f:stem
it-CH,e789cdcbabd57c6aa6527ff47b87df582ac8272dbd82703b29697f20f805867a,Calculate: 961 - 313,Calcola: 961 - 313,1,KS2_bank_ok_10000.jsonl:ks2_addition_subtraction_e779ca6e85:stem
it-CH,81959f2f211bdb0a543d3fbba427e774bb6b9bf31dd490f5ca52741a6f679ddd,Calculate: 962 + 175,Calcola: 962 + 175,1,KS2_bank_ok_10000.jsonl:ks2_addition_subtraction_460c7c93b4:stem
it-CH,0107d33ada75f01d04d95e7199e1b97e2874b1b6d08a3d3d7f645d3e840d9762,Calculate: 962 - 640,Calcola: 962 - 640,1,KS2_bank_ok_10000.jsonl:ks2_addition_subtraction_ca323c4c6a:stem
it-CH,831d9e10c2e66cf8affd42987133b9596de808c28762c2328afd9b99b472c737,Calculate: 962 - 832,Calcola: 962 - 832,1,KS2_bank_ok_10000.jsonl:ks2_addition_subtraction_2990a5f2ad:stem
it-CH,0eacdefa8327a2c1815bc40b05ffe5fd27633c36eef18eb9170941b4f22d1908,Calculate: 963 + 388,Calcola: 963 + 388,1,KS2_bank_ok_10000.jsonl:ks2_addition_subtraction_9c661d8429:stem
it-CH,81711fc99c7b672ad87123783af22f1b28e32510aeb5f264f2fb3e3e27bfdba2,Calculate: 963 + 666,Calcola: 963 + 666,1,KS2_bank_ok_10000.jsonl:ks2_addition_subtraction_7e589e8fc5:stem
it-CH,230732aa8f9800ece0ce4e52c1e84222e3303fb4245bb6c50267f44a1e722caf,Calculate: 963 + 869,Calcola: 963 + 869,1,KS2_bank_ok_10000.jsonl:ks2_addition_subtraction_969edeac91:stem
it-CH,74ac56809b6db06660c1b1c45e6b08acc271685376c5ec7ad4ff18259c334ba0,Calculate: 963 - 357,Calcola: 963 - 357,1,KS2_bank_ok_10000.jsonl:ks2_addition_subtraction_13f5662fdc:stem
it-CH,7e5b69c060de2f34a31d39b02f1ef778b5ad64babd10a821250a57706b419430,Calculate: 964 + 446,Calcola: 964 + 446,1,KS2_bank_ok_10000.jsonl:ks2_addition_subtraction_21d5181b73:stem
it-CH,d4d13db46ecf524cbcbe933852508ff29a982124cd83c360de94722e37a0704e,Calculate: 964 - 565,Calcola: 964 - 565,1,KS2_bank_ok_10000.jsonl:ks2_addition_subtraction_6b95f9708c:stem
it-CH,699850e19644626ab3cf85d3b3102dfc17e647507daa6b970533dcd9b336e9cf,Calculate: 965 + 945,Calcola: 965 + 945,1,KS2_bank_ok_10000.jsonl:ks2_addition_subtraction_1acb7cb05d:stem
it-CH,c5c6814a6fde2b86a36d0dc829bd0c2874df25f2b5fd45a54a44ccdff93a8160,Calculate: 965 - 711,Calcola: 965 - 711,1,KS2_bank_ok_10000.jsonl:ks2_addition_subtraction_55058b5f1f:stem
it-CH,d2bae6c88ebedd55b91146c0180d8b3b87aab4ac206bbc37ad7b17b4a8ce489d,Calculate: 967 - 239,Calcola: 967 - 239,1,KS2_bank_ok_10000.jsonl:ks2_addition_subtraction_d75855c656:stem
it-CH,ca859f9fa1064219c9bf60046ef2ab6c232878877d3cb91a652c12312dc23b46,Calculate: 967 - 255,Calcola: 967 - 255,1,KS2_bank_ok_10000.jsonl:ks2_addition_subtraction_18f03e77c8:stem
it-CH,f146c370ab7e66b5c201a8b02dc55a9b5c862142e305eb3e3e1257a3c71e2294,Calculate: 967 - 333,Calcola: 967 - 333,1,KS2_bank_ok_10000.jsonl:ks2_addition_subtraction_819d94df5e:stem
it-CH,ac522ce7f2e11e57c86b1cca5130f1bc65943da9d4df0c24c24e9ba1759047ba,Calculate: 967 - 441,Calcola: 967 - 441,1,KS2_bank_ok_10000.jsonl:ks2_addition_subtraction_5b68eaae00:stem
it-CH,48b74f7a9f090256c32a5c5d229ee8188e79cf93dcd97e9187622945ffc54116,Calculate: 967 - 741,Calcola: 967 - 741,1,KS2_bank_ok_10000.jsonl:ks2_addition_subtraction_02c0b7168d:stem
it-CH,beeab662db84368cb15dc3ad9671f93f0a7333f353e5c29b6af611438b76e7a4,Calculate: 967 - 796,Calcola: 967 - 796,1,KS2_bank_ok_10000.jsonl:ks2_addition_subtraction_c65afd8157:stem
it-CH,11efbdc11f3dc4730a1e580780272615a0d307bdc258492310c9deeee7f7970e,Calculate: 968 - 204,Calcola: 968 - 204,1,KS2_bank_ok_10000.jsonl:ks2_addition_subtraction_16fd230b46:stem
it-CH,bc30c3e258873e635e4de096437e3c31f131b25e2d712f3aa4e1135b01325e2b,Calculate: 968 - 454,Calcola: 968 - 454,1,KS2_bank_ok_10000.jsonl:ks2_addition_subtraction_9d7c8f7622:stem
it-CH,20530c2d137bd3691b1fef41bbb26eba4d4162aa5b5d340f351bb68ff8a6f08c,Calculate: 969 + 153,Calcola: 969 + 153,1,KS2_bank_ok_10000.jsonl:ks2_addition_subtraction_0110cb4999:stem
it-CH,55cdee068ff47f6621735d78344c8c76830276ee83d2ea639da5a243b11ea2c7,Calculate: 969 - 378,Calcola: 969 - 378,1,KS2_bank_ok_10000.jsonl:ks2_addition_subtraction_0c9d593656:stem
it-CH,8d4f264d9d1fe41d06c7881175e6cec9c8f4cded8b9a17c0545b9af300cbc45f,Calculate: 969 - 489,Calcola: 969 - 489,1,KS2_bank_ok_10000.jsonl:ks2_addition_subtraction_e4b94af65d:stem
it-CH,f08495c0ea09ca7d61d01f20997e502f9e3a09a951fd3517386fff89e9fafbf0,Calculate: 969 - 913,Calcola: 969 - 913,1,KS2_bank_ok_10000.jsonl:ks2_addition_subtraction_a8614322cb:stem
it-CH,1c2d50a6a7747960efad542f73a8e3a019726acb2e2ecebb2437acc3c59a8e5e,Calculate: 97 + 41,Calcola: 97 + 41,1,KS2_bank_ok_10000.jsonl:ks2_addition_subtraction_4d99677c92:stem
it-CH,e7f7c0fc04f28734456e8e15953a7620840eef66dffffad57f8bee7a2abe9b3b,Calculate: 97 + 76,Calcola: 97 + 76,1,KS2_bank_ok_10000.jsonl:ks2_addition_subtraction_f3da054c6a:stem
it-CH,401232e60381415bf7b0256a8cb1913bcd9ab0c987a9caa11b3ab9ef9e9badc8,Calculate: 97 + 84,Calcola: 97 + 84,1,KS2_bank_ok_10000.jsonl:ks2_addition_subtraction_6a56ccf6cd:stem
it-CH,2e9f77890e9f423580591923b3154e8605506267775c805503e6e4c93869cf39,Calculate: 97 + 91,Calcola: 97 + 91,1,KS2_bank_ok_10000.jsonl:ks2_addition_subtraction_57b3aeecdf:stem
it-CH,7c08655bfa0f3730cfe55cbb201224acf809274b9ba27a4622d60959c04479c2,Calculate: 97 + 93,Calcola: 97 + 93,1,KS2_bank_ok_10000.jsonl:ks2_addition_subtraction_daa675d3e6:stem
it-CH,67c0c01652ac2b2021a406e08fd3f0568fab25b4af516dcc1dbbc0720a7a5bb1,Calculate: 97 - 12,Calcola: 97 - 12,1,KS2_bank_ok_10000.jsonl:ks2_addition_subtraction_d0da8acdd3:stem
it-CH,5129b2837ad2316d42b08e07a2b6a5f74e1031a039023cdd0c70ff800a3e07ab,Calculate: 97 - 27,Calcola: 97 - 27,1,KS2_bank_ok_10000.jsonl:ks2_addition_subtraction_1ae3690320:stem
it-CH,256c7daf7f6d34e800e7b557d81500064b64615c97e2e7cbe1a448a10a8baa5b,Calculate: 97 - 29,Calcola: 97 - 29,1,KS2_bank_ok_10000.jsonl:ks2_addition_subtraction_6ed9233fc3:stem
it-CH,175720edbacc0266b9e169d851561b25e80aa2ef411db345eebd841509da2610,Calculate: 97 - 32,Calcola: 97 - 32,1,KS2_bank_ok_10000.jsonl:ks2_addition_subtraction_7392ca27ca:stem
it-CH,9c7d67753dd96beacca67e38d0a1a998029cbbd0855651be2d144797b7eedff5,Calculate: 97 - 35,Calcola: 97 - 35,1,KS2_bank_ok_10000.jsonl:ks2_addition_subtraction_b52d44a945:stem
it-CH,52b167c9064da93bfa44157c1ad7186621d735d09e658c31ee9e43be195bde77,Calculate: 97 - 40,Calcola: 97 - 40,1,KS2_bank_ok_10000.jsonl:ks2_addition_subtraction_d35af19024:stem
it-CH,54a90eba7be4019ab4ad709f6892220eca04cfa116644884ade25d9e226a4c47,Calculate: 97 - 42,Calcola: 97 - 42,1,KS2_bank_ok_10000.jsonl:ks2_addition_subtraction_df886f5572:stem
it-CH,be7ca0fe3e75f654493f72f989dff5cd8419481ac25384956fd43a49f6864fc9,Calculate: 97 - 43,Calcola: 97 - 43,1,KS2_bank_ok_10000.jsonl:ks2_addition_subtraction_618c4f17ff:stem
it-CH,28c35de6109512f18bc2fa8fb30ed16f25c9a8810bbb13538b1fdc0280e435e7,Calculate: 97 - 48,Calcola: 97 - 48,1,KS2_bank_ok_10000.jsonl:ks2_addition_subtraction_eb883d2d92:stem
it-CH,9359418e2727333c70b279ba0174e7aa521ed8672809d7f8ad95c5e0078bc452,Calculate: 97 - 52,Calcola: 97 - 52,1,KS2_bank_ok_10000.jsonl:ks2_addition_subtraction_db238d8b50:stem
it-CH,cc7906ae4246e385a50f207966e9c035de1df05d95aaebf802e932f78716027d,Calculate: 97 - 53,Calcola: 97 - 53,1,KS2_bank_ok_10000.jsonl:ks2_addition_subtraction_aba9bde32c:stem
it-CH,1657b2fba4724562b591e5c95c50ea7bc79f8346a9b6df36e2215b807df98bda,Calculate: 97 - 55,Calcola: 97 - 55,1,KS2_bank_ok_10000.jsonl:ks2_addition_subtraction_9713e5168a:stem
it-CH,a9ce09bc2b099181689e64c687decf9b254a17402949ec1426e3bfad0204f0ac,Calculate: 97 - 61,Calcola: 97 - 61,1,KS2_bank_ok_10000.jsonl:ks2_addition_subtraction_e7004bddf1:stem
it-CH,77012ea3a7ca2e4e87c1a2e584f13999635bec32a65a0a5ffc04283876621ffe,Calculate: 97 - 63,Calcola: 97 - 63,1,KS2_bank_ok_10000.jsonl:ks2_addition_subtraction_a9bfb2f3cd:stem
it-CH,13e2f3207657d9bb66ec6b9ad7d2e1d883bb17ba63d6adf1de17a53aea73b999,Calculate: 97 - 69,Calcola: 97 - 69,1,KS2_bank_ok_10000.jsonl:ks2_addition_subtraction_ec6b613449:stem
it-CH,affc14a6000da53c752dc57c2e98c8fae89496baed49dd10ebdbe59e03056f55,Calculate: 97 - 77,Calcola: 97 - 77,1,KS2_bank_ok_10000.jsonl:ks2_addition_subtraction_967e3676b6:stem
it-CH,5b1eaceaf656f80dd0271d3498e73492419bed73a60de8c230dd0e8872dc68dd,Calculate: 97 - 81,Calcola: 97 - 81,1,KS2_bank_ok_10000.jsonl:ks2_addition_subtraction_fbc8a00c43:stem
it-CH,b27d1409814d685179c44ccf28a7d3cc125e0249b7af583965f565cbbd652731,Calculate: 97 - 83,Calcola: 97 - 83,1,KS2_bank_ok_10000.jsonl:ks2_addition_subtraction_d91c6c4490:stem
it-CH,de4c686d300680d16c78bdbdd51b1aa0b11fc6cd893bd23aba1934d2b188a8ea,Calculate: 97 × 2,Calcola: 97 × 2,2,KS2_bank_ok_10000.jsonl:ks2_multiplication_division_7948e79fdf:stem | KS2_bank_ok_10000.jsonl:ks2_multiplication_division_aead8bd6c0:stem
it-CH,36161c3d7d765410095cee1cc98031d37d2bcec1da545f01c401745c0278c984,Calculate: 97 × 3,Calcola: 97 × 3,4,KS2_bank_ok_10000.jsonl:ks2_multiplication_division_cf4696ad96:stem | KS2_bank_ok_10000.jsonl:ks2_multiplication_division_123d43e96a:stem | KS2_bank_ok_10000.jsonl:ks2_multiplication_division_0943518233:stem
it-CH,f3c2232209f43c32a604aaf1812b26df536f219422481584835b1ecc539ae261,Calculate: 97 × 4,Calcola: 97 × 4,4,KS2_bank_ok_10000.jsonl:ks2_multiplication_division_f455eb00fa:stem | KS2_bank_ok_10000.jsonl:ks2_multiplication_division_ef0d8954c7:stem | KS2_bank_ok_10000.jsonl:ks2_multiplication_division_55015b5638:stem
it-CH,cd43c8148f07d2d2eb6dde078125b2772f5ca6fb04d87b2ddc1232a9417401d6,Calculate: 97 × 6,Calcola: 97 × 6,2,KS2_bank_ok_10000.jsonl:ks2_multiplication_division_5178aaa52b:stem | KS2_bank_ok_10000.jsonl:ks2_multiplication_division_1efae6ce00:stem
it-CH,4ce994ad487616d8ef558331dffb39e090f4dbf25be675a4e53e2c0fefb814db,Calculate: 97 × 7,Calcola: 97 × 7,1,KS2_bank_ok_10000.jsonl:ks2_multiplication_division_4aecb96c92:stem
it-CH,7e4366c2e07d7d882b6dc67972ae903ab1589c428d23ba916898c08183d9dcef,Calculate: 97 × 8,Calcola: 97 × 8,1,KS2_bank_ok_10000.jsonl:ks2_multiplication_division_c6f99e36af:stem
it-CH,9aaaacb8fda2979a5d61d8f1466f6a8a0ff05a13c8f9699a1aa2b7a4d8f8ce0d,Calculate: 97 × 9,Calcola: 97 × 9,3,KS2_bank_ok_10000.jsonl:ks2_multiplication_division_78efbe6d02:stem | KS2_bank_ok_10000.jsonl:ks2_multiplication_division_2da0aa6a70:stem | KS2_bank_ok_10000.jsonl:ks2_multiplication_division_f29e63f52b:stem
it-CH,2adae6668e0d3210a6add3430b82a40cef56b5ecc59a8cfaaa27e5736a60e706,Calculate: 970 - 241,Calcola: 970 - 241,1,KS2_bank_ok_10000.jsonl:ks2_addition_subtraction_81445aa5c9:stem
it-CH,8d946322af6192ef1e34bbc1ac25d71f46e5fc48f26b9c8ed98f75ae34a04cef,Calculate: 970 - 316,Calcola: 970 - 316,1,KS2_bank_ok_10000.jsonl:ks2_addition_subtraction_b99c7ce642:stem
it-CH,88d1c02bafb5c6372e1d071d89dabd579eadc68a6b2f8def05f7db41042a17cf,Calculate: 970 - 811,Calcola: 970 - 811,1,KS2_bank_ok_10000.jsonl:ks2_addition_subtraction_a11568a175:stem
it-CH,baf1ff31ad1d7bc7b7a0489e85c4886287841c51cab77065ec7bf641e7525b47,Calculate: 971 + 576,Calcola: 971 + 576,1,KS2_bank_ok_10000.jsonl:ks2_addition_subtraction_2ae4b87339:stem
it-CH,0960439c563d5759d23db6d53e8d8390ae474c8bd8a4bcec6930ce63889fe75d,Calculate: 971 + 579,Calcola: 971 + 579,1,KS2_bank_ok_10000.jsonl:ks2_addition_subtraction_bc9728fad4:stem
it-CH,10014cd621e3890e53a6eb956e31e6c6f8d46ea2109d7760eac8e7018acb1b5b,Calculate: 971 + 781,Calcola: 971 + 781,1,KS2_bank_ok_10000.jsonl:ks2_addition_subtraction_0a0bb197a6:stem
it-CH,cfd3737085427ba4b134ac1200b80c1008325748dd6a15850fc0e623a8f8e963,Calculate: 971 - 459,Calcola: 971 - 459,1,KS2_bank_ok_10000.jsonl:ks2_addition_subtraction_de7c7493f1:stem
it-CH,ea831b497254919a8bc4a869ccc4e69371aa32d5e4246b0f24d277167f52a56b,Calculate: 971 - 812,Calcola: 971 - 812,1,KS2_bank_ok_10000.jsonl:ks2_addition_subtraction_a5ade044fa:stem
it-CH,f8bc5aedb09f43fa8d964a21ba5ebf33921bb95708d95f8ba8fd2321c6e63b7f,Calculate: 972 + 704,Calcola: 972 + 704,1,KS2_bank_ok_10000.jsonl:ks2_addition_subtraction_92e3a744aa:stem
it-CH,098920f37cc6dfc66c433579f850666107cb74687de0e81b334d6c7c487a922f,Calculate: 972 - 181,Calcola: 972 - 181,1,KS2_bank_ok_10000.jsonl:ks2_addition_subtraction_006faaea55:stem
it-CH,93fe26bb1eca4167f42c25d3defa49cbbf2732c1fb7a487ac92b13986417c6bd,Calculate: 972 - 661,Calcola: 972 - 661,1,KS2_bank_ok_10000.jsonl:ks2_addition_subtraction_a9b99e674c:stem
it-CH,cbb37388dcdd86d2e11fc1b3e2c2e0c880ba9262d5813a30a9ff24b92c8c16d2,Calculate: 972 - 914,Calcola: 972 - 914,1,KS2_bank_ok_10000.jsonl:ks2_addition_subtraction_3bd7ac1090:stem
it-CH,fe6b904f9f0338bf6c057c0a100ff94b565e2ac0b5f1c33dc4ab3cce59b6dbad,Calculate: 973 + 947,Calcola: 973 + 947,1,KS2_bank_ok_10000.jsonl:ks2_addition_subtraction_2a97150163:stem
it-CH,a9b1fd6b74f645a5e5af2c54da1a55c34238f842eb745d9d297e652ab478ce45,Calculate: 973 - 748,Calcola: 973 - 748,1,KS2_bank_ok_10000.jsonl:ks2_addition_subtraction_d51dd92a4c:stem
it-CH,926b0412b1b515112b272b30a299c2dce2c6009a2c63958fff6ec2e6c8d8222e,Calculate: 974 + 640,Calcola: 974 + 640,1,KS2_bank_ok_10000.jsonl:ks2_addition_subtraction_64a96ef414:stem
it-CH,d3733b73167d3ff3b4d27b8108cb692273159ee92d97ec779e0b8395376d71d4,Calculate: 974 - 901,Calcola: 974 - 901,1,KS2_bank_ok_10000.jsonl:ks2_addition_subtraction_03418b77a2:stem
it-CH,70bcffbdf293693890deeaec2a3acc455ba6eb743ae2d7f8b916844b7612cc71,Calculate: 976 + 156,Calcola: 976 + 156,1,KS2_bank_ok_10000.jsonl:ks2_addition_subtraction_682783bbd4:stem
it-CH,d6776db1e247a1f62573782dbb8941e6329f0b58e30e8180cfa1c18eb13c7b86,Calculate: 976 + 744,Calcola: 976 + 744,1,KS2_bank_ok_10000.jsonl:ks2_addition_subtraction_a51c690683:stem
it-CH,cb12c88a51672328c4581130d3c632c3948d7320dec9b5099ae9a0b39763e699,Calculate: 976 + 817,Calcola: 976 + 817,1,KS2_bank_ok_10000.jsonl:ks2_addition_subtraction_70b83d6885:stem
it-CH,24342ecc3c0db0eb106f2cb9f9666802ed8eff8e0044d8019ec2f30443a369bb,Calculate: 977 + 247,Calcola: 977 + 247,1,KS2_bank_ok_10000.jsonl:ks2_addition_subtraction_0ae32e342b:stem
it-CH,79b47191553efbfb9d01cca4ac8b372c4eea31f2c13a0de3c3b517de50155e7f,Calculate: 977 + 333,Calcola: 977 + 333,1,KS2_bank_ok_10000.jsonl:ks2_addition_subtraction_874fcf4dba:stem
it-CH,9e52d7c0ea9449d6b8fbb60e0e90f822525a8a7252640bcb795fd51a77152dde,Calculate: 977 - 288,Calcola: 977 - 288,1,KS2_bank_ok_10000.jsonl:ks2_addition_subtraction_f4017651f8:stem
it-CH,019bd120daa075fae5e5d0e2f941cb59c040d5c601f9ee9e144b5fd9cbfbc4ec,Calculate: 977 - 614,Calcola: 977 - 614,1,KS2_bank_ok_10000.jsonl:ks2_addition_subtraction_a75fb54d63:stem
it-CH,7a8511874071c42b838fdd7c7bde5264d83c766fe86e2b5af6d88f12e866dc08,Calculate: 977 - 787,Calcola: 977 - 787,1,KS2_bank_ok_10000.jsonl:ks2_addition_subtraction_fd106a0696:stem
it-CH,41bc6d46fbe3ba5d784bb8868e926a2d0bf59eb555d6db9fc093e10b4ca5cd8e,Calculate: 978 + 358,Calcola: 978 + 358,1,KS2_bank_ok_10000.jsonl:ks2_addition_subtraction_6fe5cf406f:stem
it-CH,f46080da769c6136fa9543b15bf5a9253df7ddf70a08ae2fa124fe526d3b052a,Calculate: 978 + 532,Calcola: 978 + 532,1,KS2_bank_ok_10000.jsonl:ks2_addition_subtraction_4c9791f51d:stem
it-CH,f98ccad2de93ddaab212568988960ead892cb39baf4c64006c7812e198bd398a,Calculate: 978 + 594,Calcola: 978 + 594,1,KS2_bank_ok_10000.jsonl:ks2_addition_subtraction_52843afd2d:stem
